distance,k,sigma,eps,precision,recall,storage,preparationTime,predictionTime
cosine,3,0.5,0.3,0.910209420194621,0.9109367056431116,19807691,0.963439073598669,0.0006683948573404604
cosine,7,0.5,0.3,0.8924496309099339,0.8855511777664802,19807691,0.9137927221881357,0.0008521622608054637
euclidean,3,0.5,0.3,0.9326728365896381,0.7866963226571766,19807691,1.0777812698075744,0.000780148297669189
euclidean,7,0.5,0.3,0.9210479912722991,0.7137997796983563,19807691,1.094975665729088,0.001005400872497146
